Airline,FlightNum,PlanTime,ActualTime,Direction,Airport,City,Country,Terminal,Status
AR,7856,2024-02-14 17:10:00,2024-02-14 17:10:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
B6,6456,2024-02-14 17:10:00,2024-02-14 17:10:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
DL,7431,2024-02-14 17:10:00,2024-02-14 17:10:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
LY,8,2024-02-14 17:10:00,2024-02-14 17:10:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
AM,7877,2024-02-14 17:15:00,2024-02-14 17:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
LY,317,2024-02-14 17:15:00,2024-02-14 17:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
6H,583,2024-02-14 17:15:00,2024-02-14 17:15:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
LY,83,2024-02-14 17:25:00,2024-02-14 17:25:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
QF,5018,2024-02-14 17:25:00,2024-02-14 17:25:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
TG,4586,2024-02-14 17:25:00,2024-02-14 17:25:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
LY,5109,2024-02-14 17:30:00,2024-02-14 17:30:00,D,TBS,TBILISI,GEORGIA,3,ON TIME
LY,2523,2024-02-14 17:45:00,2024-02-14 17:45:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
AA,9266,2024-02-14 17:50:00,2024-02-14 17:50:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
AM,7859,2024-02-14 17:50:00,2024-02-14 17:50:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
AR,7872,2024-02-14 17:50:00,2024-02-14 17:50:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
IB,2390,2024-02-14 17:50:00,2024-02-14 17:50:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
IB,2395,2024-02-14 17:50:00,2024-02-14 17:50:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
LY,391,2024-02-14 17:50:00,2024-02-14 17:50:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
LY,396,2024-02-14 17:50:00,2024-02-14 17:50:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
LY,571,2024-02-14 17:50:00,2024-02-14 17:50:00,D,OTP,BUCHAREST,ROMANIA,3,ON TIME
LY,312,2024-02-14 18:35:00,2024-02-14 18:35:00,A,LTN,LONDON LUTON,UNITED KINGDOM,3,NOT FINAL
IZ,604,2024-02-14 18:40:00,2024-02-14 18:40:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
LY,2367,2024-02-14 18:50:00,2024-02-14 18:50:00,D,BUD,BUDAPEST,HUNGARY,3,ON TIME
IZ,822,2024-02-14 18:55:00,2024-02-14 18:55:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
IZ,162,2024-02-14 19:15:00,2024-02-14 19:15:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
LY,543,2024-02-14 19:15:00,2024-02-14 19:15:00,D,ATH,ATHENS,GREECE,3,ON TIME
LY,5133,2024-02-14 19:20:00,2024-02-14 19:20:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
IZ,827,2024-02-14 19:50:00,2024-02-14 19:50:00,D,ETM,RAMON,ISRAEL,3,ON TIME
AA,9259,2024-02-14 20:00:00,2024-02-14 20:00:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
AM,7862,2024-02-14 20:00:00,2024-02-14 20:00:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
LY,324,2024-02-14 20:00:00,2024-02-14 20:00:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
SK,3160,2024-02-14 20:00:00,2024-02-14 20:00:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
LY,81,2024-02-14 20:05:00,2024-02-14 20:05:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
QF,5020,2024-02-14 20:05:00,2024-02-14 20:05:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
TG,4584,2024-02-14 20:05:00,2024-02-14 20:05:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
VN,3298,2024-02-14 20:05:00,2024-02-14 20:05:00,D,BKK,BANGKOK,THAILAND,3,ON TIME
6H,584,2024-02-14 20:25:00,2024-02-14 20:25:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
IZ,212,2024-02-14 20:35:00,2024-02-14 20:35:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
LY,5108,2024-02-14 20:50:00,2024-02-14 20:50:00,A,TBS,TBILISI,GEORGIA,3,NOT FINAL
LY,612,2024-02-14 20:55:00,2024-02-14 20:55:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,NOT FINAL
S7,4483,2024-02-14 20:55:00,2024-02-14 20:55:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,NOT FINAL
LY,51,2024-02-14 21:00:00,2024-02-14 21:00:00,D,JNB,JOHANNESBURG,SOUTH AFRICA,3,ON TIME
QF,5024,2024-02-14 21:00:00,2024-02-14 21:00:00,D,JNB,JOHANNESBURG,SOUTH AFRICA,3,ON TIME
AA,9260,2024-02-14 21:05:00,2024-02-14 21:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
LY,316,2024-02-14 21:05:00,2024-02-14 21:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
LY,974,2024-02-14 21:45:00,2024-02-14 21:45:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
6H,562,2024-02-14 21:55:00,2024-02-14 21:55:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
IZ,828,2024-02-14 22:05:00,2024-02-14 22:05:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
LY,88,2024-02-14 22:05:00,2024-02-14 22:05:00,A,HKT,PHUKET,THAILAND,3,NOT FINAL
6H,726,2024-02-14 22:10:00,2024-02-14 22:10:00,A,BUD,BUDAPEST,HUNGARY,3,NOT FINAL
LY,5134,2024-02-14 23:10:00,2024-02-14 23:10:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
6H,768,2024-02-14 23:20:00,2024-02-14 23:20:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
LY,5110,2024-02-14 23:50:00,2024-02-14 23:50:00,A,TBS,TBILISI,GEORGIA,3,NOT FINAL
B6,6481,2024-02-15 00:05:00,2024-02-15 00:05:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
DL,7441,2024-02-15 00:05:00,2024-02-15 00:05:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
LY,25,2024-02-15 00:05:00,2024-02-15 00:05:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
LY,572,2024-02-15 00:20:00,2024-02-15 00:20:00,A,OTP,BUCHAREST,ROMANIA,3,NOT FINAL
LY,614,2024-02-15 00:20:00,2024-02-15 00:20:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,NOT FINAL
LY,544,2024-02-15 00:25:00,2024-02-15 00:25:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
AM,7869,2024-02-15 00:45:00,2024-02-15 00:45:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
AM,7875,2024-02-15 00:45:00,2024-02-15 00:45:00,D,LAX,LOS ANGELES,UNITED STATES,3,ON TIME
AR,7853,2024-02-15 00:45:00,2024-02-15 00:45:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
B6,6451,2024-02-15 00:45:00,2024-02-15 00:45:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
B6,6461,2024-02-15 00:45:00,2024-02-15 00:45:00,D,LAX,LOS ANGELES,UNITED STATES,3,ON TIME
DL,7424,2024-02-15 00:45:00,2024-02-15 00:45:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
DL,7428,2024-02-15 00:45:00,2024-02-15 00:45:00,D,LAX,LOS ANGELES,UNITED STATES,3,ON TIME
LY,1,2024-02-15 00:45:00,2024-02-15 00:45:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
LY,5,2024-02-15 00:45:00,2024-02-15 00:45:00,D,LAX,LOS ANGELES,UNITED STATES,3,ON TIME
LY,388,2024-02-15 00:55:00,2024-02-15 00:55:00,A,MXP,MILAN,ITALY,3,NOT FINAL
SK,3180,2024-02-15 00:55:00,2024-02-15 00:55:00,A,MXP,MILAN,ITALY,3,NOT FINAL
TP,8901,2024-02-15 00:55:00,2024-02-15 00:55:00,A,MXP,MILAN,ITALY,3,NOT FINAL
AR,7851,2024-02-15 01:00:00,2024-02-15 01:00:00,D,MIA,MIAMI,UNITED STATES,3,ON TIME
B6,6467,2024-02-15 01:00:00,2024-02-15 01:00:00,D,MIA,MIAMI,UNITED STATES,3,ON TIME
B6,6483,2024-02-15 01:00:00,2024-02-15 01:00:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
DL,7437,2024-02-15 01:00:00,2024-02-15 01:00:00,D,MIA,MIAMI,UNITED STATES,3,ON TIME
DL,7443,2024-02-15 01:00:00,2024-02-15 01:00:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
LY,17,2024-02-15 01:00:00,2024-02-15 01:00:00,D,MIA,MIAMI,UNITED STATES,3,ON TIME
LY,27,2024-02-15 01:00:00,2024-02-15 01:00:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
B6,6465,2024-02-15 01:05:00,2024-02-15 01:05:00,D,BOS,BOSTON,UNITED STATES,3,ON TIME
DL,7435,2024-02-15 01:05:00,2024-02-15 01:05:00,D,BOS,BOSTON,UNITED STATES,3,ON TIME
ET,404,2024-02-15 01:05:00,2024-02-15 01:05:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,NOT FINAL
LY,15,2024-02-15 01:05:00,2024-02-15 01:05:00,D,BOS,BOSTON,UNITED STATES,3,ON TIME
LY,8804,2024-02-15 01:05:00,2024-02-15 01:05:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,NOT FINAL
LY,344,2024-02-15 01:20:00,2024-02-15 01:20:00,A,ZRH,ZURICH,SWITZERLAND,3,NOT FINAL
LY,613,2024-02-15 01:20:00,2024-02-15 01:20:00,D,DME,MOSCOW,RUSSIAN FEDERATION,3,ON TIME
SK,3190,2024-02-15 01:20:00,2024-02-15 01:20:00,A,ZRH,ZURICH,SWITZERLAND,3,NOT FINAL
ET,405,2024-02-15 02:05:00,2024-02-15 02:05:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,ON TIME
LY,8807,2024-02-15 02:05:00,2024-02-15 02:05:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,ON TIME
LY,376,2024-02-15 02:30:00,2024-02-15 02:30:00,A,LIS,LISBON,PORTUGAL,3,NOT FINAL
TP,8913,2024-02-15 02:30:00,2024-02-15 02:30:00,A,LIS,LISBON,PORTUGAL,3,NOT FINAL
LY,2360,2024-02-15 02:40:00,2024-02-15 02:40:00,A,BUD,BUDAPEST,HUNGARY,3,NOT FINAL
LY,2524,2024-02-15 02:45:00,2024-02-15 02:45:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
OS,859,2024-02-15 02:50:00,2024-02-15 02:50:00,A,VIE,VIENNA,AUSTRIA,3,NOT FINAL
AM,7850,2024-02-15 02:55:00,2024-02-15 02:55:00,A,AMS,AMSTERDAM,NETHERLANDS,3,NOT FINAL
LY,336,2024-02-15 02:55:00,2024-02-15 02:55:00,A,AMS,AMSTERDAM,NETHERLANDS,3,NOT FINAL
SK,3152,2024-02-15 02:55:00,2024-02-15 02:55:00,A,AMS,AMSTERDAM,NETHERLANDS,3,NOT FINAL
A3,928,2024-02-15 03:00:00,2024-02-15 03:00:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
FB,1528,2024-02-15 03:00:00,2024-02-15 03:00:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
A3,929,2024-02-15 03:50:00,2024-02-15 03:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
FB,1529,2024-02-15 03:50:00,2024-02-15 03:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
JU,7623,2024-02-15 03:50:00,2024-02-15 03:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
NH,5620,2024-02-15 03:50:00,2024-02-15 03:50:00,D,VIE,VIENNA,AUSTRIA,3,ON TIME
OS,860,2024-02-15 03:50:00,2024-02-15 03:50:00,D,VIE,VIENNA,AUSTRIA,3,ON TIME
AM,7854,2024-02-15 03:55:00,2024-02-15 03:55:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
LY,326,2024-02-15 03:55:00,2024-02-15 03:55:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
SK,3158,2024-02-15 03:55:00,2024-02-15 03:55:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
IB,2391,2024-02-15 04:00:00,2024-02-15 04:00:00,A,BCN,BARCELONA,SPAIN,3,NOT FINAL
LY,134,2024-02-15 04:00:00,2024-02-15 04:00:00,A,AMS,AMSTERDAM,NETHERLANDS,3,NOT FINAL
LY,3238,2024-02-15 04:00:00,2024-02-15 04:00:00,A,AMS,AMSTERDAM,NETHERLANDS,3,CANCELED
LY,392,2024-02-15 04:00:00,2024-02-15 04:00:00,A,BCN,BARCELONA,SPAIN,3,NOT FINAL
AM,7878,2024-02-15 04:20:00,2024-02-15 04:20:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
AR,7870,2024-02-15 04:20:00,2024-02-15 04:20:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
IB,2397,2024-02-15 04:20:00,2024-02-15 04:20:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
LY,398,2024-02-15 04:20:00,2024-02-15 04:20:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
QS,1286,2024-02-15 04:35:00,2024-02-15 04:35:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
AA,9267,2024-02-15 05:05:00,2024-02-15 05:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
AM,7876,2024-02-15 05:05:00,2024-02-15 05:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
LY,318,2024-02-15 05:05:00,2024-02-15 05:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
SK,3174,2024-02-15 05:05:00,2024-02-15 05:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
LY,551,2024-02-15 05:20:00,2024-02-15 05:20:00,D,SOF,SOFIA,BULGARIA,3,ON TIME
LY,311,2024-02-15 05:30:00,2024-02-15 05:30:00,D,LTN,LONDON LUTON,UNITED KINGDOM,3,ON TIME
QS,1287,2024-02-15 05:35:00,2024-02-15 05:35:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
AA,9262,2024-02-15 05:50:00,2024-02-15 05:50:00,D,CDG,PARIS,FRANCE,3,ON TIME
AM,7867,2024-02-15 05:50:00,2024-02-15 05:50:00,D,CDG,PARIS,FRANCE,3,ON TIME
LY,319,2024-02-15 05:50:00,2024-02-15 05:50:00,D,CDG,PARIS,FRANCE,3,ON TIME
SK,3161,2024-02-15 05:50:00,2024-02-15 05:50:00,D,CDG,PARIS,FRANCE,3,ON TIME
AR,7877,2024-02-15 06:00:00,2024-02-15 06:00:00,D,FCO,ROME,ITALY,3,ON TIME
LY,2371,2024-02-15 06:00:00,2024-02-15 06:00:00,D,BER,BERLIN,GERMANY,3,ON TIME
LY,357,2024-02-15 06:00:00,2024-02-15 06:00:00,D,FRA,FRANKFURT,GERMANY,3,ON TIME
LY,385,2024-02-15 06:00:00,2024-02-15 06:00:00,D,FCO,ROME,ITALY,3,ON TIME
SK,3157,2024-02-15 06:00:00,2024-02-15 06:00:00,D,BER,BERLIN,GERMANY,3,ON TIME
SK,3165,2024-02-15 06:00:00,2024-02-15 06:00:00,D,FRA,FRANKFURT,GERMANY,3,ON TIME
SK,3167,2024-02-15 06:00:00,2024-02-15 06:00:00,D,FCO,ROME,ITALY,3,ON TIME
TP,8898,2024-02-15 06:00:00,2024-02-15 06:00:00,D,FCO,ROME,ITALY,3,ON TIME
AM,7864,2024-02-15 06:05:00,2024-02-15 06:05:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
LY,337,2024-02-15 06:05:00,2024-02-15 06:05:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
LY,971,2024-02-15 06:05:00,2024-02-15 06:05:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
SK,3155,2024-02-15 06:05:00,2024-02-15 06:05:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
LY,345,2024-02-15 06:10:00,2024-02-15 06:10:00,D,GVA,GENEVA,SWITZERLAND,3,ON TIME
AA,9265,2024-02-15 06:15:00,2024-02-15 06:15:00,D,MAD,MADRID,SPAIN,3,ON TIME
AM,7879,2024-02-15 06:15:00,2024-02-15 06:15:00,D,MAD,MADRID,SPAIN,3,ON TIME
AR,7871,2024-02-15 06:15:00,2024-02-15 06:15:00,D,MAD,MADRID,SPAIN,3,ON TIME
IB,2394,2024-02-15 06:15:00,2024-02-15 06:15:00,D,MAD,MADRID,SPAIN,3,ON TIME
LY,82,2024-02-15 06:15:00,2024-02-15 06:15:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
LY,395,2024-02-15 06:15:00,2024-02-15 06:15:00,D,MAD,MADRID,SPAIN,3,ON TIME
QF,5021,2024-02-15 06:15:00,2024-02-15 06:15:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
TG,5483,2024-02-15 06:15:00,2024-02-15 06:15:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
VN,3299,2024-02-15 06:15:00,2024-02-15 06:15:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
LY,215,2024-02-15 06:20:00,2024-02-15 06:20:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
IB,2392,2024-02-15 06:30:00,2024-02-15 06:30:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
LY,361,2024-02-15 06:30:00,2024-02-15 06:30:00,D,VIE,VIENNA,AUSTRIA,3,ON TIME
LY,393,2024-02-15 06:30:00,2024-02-15 06:30:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
B6,6484,2024-02-15 06:35:00,2024-02-15 06:35:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
DL,7444,2024-02-15 06:35:00,2024-02-15 06:35:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
LY,28,2024-02-15 06:35:00,2024-02-15 06:35:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
LY,4,2024-02-15 06:50:00,2024-02-15 06:50:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
LY,381,2024-02-15 06:50:00,2024-02-15 06:50:00,D,MXP,MILAN,ITALY,3,ON TIME
SK,3185,2024-02-15 06:50:00,2024-02-15 06:50:00,D,MXP,MILAN,ITALY,3,ON TIME
TP,8910,2024-02-15 06:50:00,2024-02-15 06:50:00,D,MXP,MILAN,ITALY,3,ON TIME
IZ,801,2024-02-15 07:00:00,2024-02-15 07:00:00,D,ETM,RAMON,ISRAEL,3,ON TIME
LY,573,2024-02-15 07:00:00,2024-02-15 07:00:00,D,OTP,BUCHAREST,ROMANIA,3,ON TIME
6H,883,2024-02-15 07:00:00,2024-02-15 07:00:00,D,BUS,BATUMI,GEORGIA,3,ON TIME
LY,2365,2024-02-15 07:05:00,2024-02-15 07:05:00,D,BUD,BUDAPEST,HUNGARY,3,ON TIME
6H,661,2024-02-15 07:20:00,2024-02-15 07:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
LY,2521,2024-02-15 07:25:00,2024-02-15 07:25:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
6H,41,2024-02-15 07:30:00,2024-02-15 07:30:00,D,ETM,RAMON,ISRAEL,3,ON TIME
6H,841,2024-02-15 07:30:00,2024-02-15 07:30:00,D,RMO,CHISINAU,MOLDOVA,3,ON TIME
AR,7850,2024-02-15 07:45:00,2024-02-15 07:45:00,A,MIA,MIAMI,UNITED STATES,3,NOT FINAL
B6,6468,2024-02-15 07:45:00,2024-02-15 07:45:00,A,MIA,MIAMI,UNITED STATES,3,NOT FINAL
DL,7438,2024-02-15 07:45:00,2024-02-15 07:45:00,A,MIA,MIAMI,UNITED STATES,3,NOT FINAL
LY,18,2024-02-15 07:45:00,2024-02-15 07:45:00,A,MIA,MIAMI,UNITED STATES,3,NOT FINAL
LY,5101,2024-02-15 08:15:00,2024-02-15 08:15:00,D,WAW,WARSAW,POLAND,3,ON TIME
LY,23,2024-02-15 08:35:00,2024-02-15 08:35:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
LY,541,2024-02-15 08:35:00,2024-02-15 08:35:00,D,ATH,ATHENS,GREECE,3,ON TIME
LY,9,2024-02-15 08:50:00,2024-02-15 08:50:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
EK,2369,2024-02-15 08:55:00,2024-02-15 08:55:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
FZ,1549,2024-02-15 08:55:00,2024-02-15 08:55:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
IZ,415,2024-02-15 09:10:00,2024-02-15 09:10:00,D,BUS,BATUMI,GEORGIA,3,ON TIME
AA,9261,2024-02-15 09:15:00,2024-02-15 09:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
AM,7863,2024-02-15 09:15:00,2024-02-15 09:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
LY,315,2024-02-15 09:15:00,2024-02-15 09:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
SK,3181,2024-02-15 09:15:00,2024-02-15 09:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
IZ,802,2024-02-15 09:25:00,2024-02-15 09:25:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
AM,7885,2024-02-15 09:45:00,2024-02-15 09:45:00,D,CDG,PARIS,FRANCE,3,ON TIME
LY,323,2024-02-15 09:45:00,2024-02-15 09:45:00,D,CDG,PARIS,FRANCE,3,ON TIME
SK,3163,2024-02-15 09:45:00,2024-02-15 09:45:00,D,CDG,PARIS,FRANCE,3,ON TIME
6H,42,2024-02-15 10:00:00,2024-02-15 10:00:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
EK,2370,2024-02-15 10:10:00,2024-02-15 10:10:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
FZ,1550,2024-02-15 10:10:00,2024-02-15 10:10:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
AM,7868,2024-02-15 10:20:00,2024-02-15 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
AR,7852,2024-02-15 10:20:00,2024-02-15 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
B6,6450,2024-02-15 10:20:00,2024-02-15 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
DL,7425,2024-02-15 10:20:00,2024-02-15 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
EK,2450,2024-02-15 10:20:00,2024-02-15 10:20:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
FZ,1081,2024-02-15 10:20:00,2024-02-15 10:20:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
IZ,807,2024-02-15 10:20:00,2024-02-15 10:20:00,D,ETM,RAMON,ISRAEL,3,ON TIME
LY,2,2024-02-15 10:20:00,2024-02-15 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
LY,5141,2024-02-15 10:20:00,2024-02-15 10:20:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
HY,301,2024-02-15 10:35:00,2024-02-15 10:35:00,A,TAS,TASHKENT,UZBEKISTAN,3,NOT FINAL
6H,725,2024-02-15 11:15:00,2024-02-15 11:15:00,D,BUD,BUDAPEST,HUNGARY,3,ON TIME
BZ,111,2024-02-15 11:20:00,2024-02-15 11:20:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
EK,2451,2024-02-15 11:35:00,2024-02-15 11:35:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
FZ,1082,2024-02-15 11:35:00,2024-02-15 11:35:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
EK,2363,2024-02-15 11:40:00,2024-02-15 11:40:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
FZ,1211,2024-02-15 11:40:00,2024-02-15 11:40:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
LY,552,2024-02-15 11:40:00,2024-02-15 11:40:00,A,SOF,SOFIA,BULGARIA,3,NOT FINAL
IZ,211,2024-02-15 11:50:00,2024-02-15 11:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
IZ,815,2024-02-15 11:50:00,2024-02-15 11:50:00,D,ETM,RAMON,ISRAEL,3,ON TIME
A3,926,2024-02-15 12:00:00,2024-02-15 12:00:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
JU,7620,2024-02-15 12:00:00,2024-02-15 12:00:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
BZ,704,2024-02-15 12:10:00,2024-02-15 12:10:00,D,ATH,ATHENS,GREECE,3,ON TIME
LY,973,2024-02-15 12:10:00,2024-02-15 12:10:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
LY,327,2024-02-15 12:20:00,2024-02-15 12:20:00,D,CDG,PARIS,FRANCE,3,ON TIME
SK,3159,2024-02-15 12:20:00,2024-02-15 12:20:00,D,CDG,PARIS,FRANCE,3,ON TIME
HY,302,2024-02-15 12:35:00,2024-02-15 12:35:00,D,TAS,TASHKENT,UZBEKISTAN,3,ON TIME
6H,884,2024-02-15 12:45:00,2024-02-15 12:45:00,A,BUS,BATUMI,GEORGIA,3,NOT FINAL
A3,927,2024-02-15 12:50:00,2024-02-15 12:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
EK,4978,2024-02-15 12:50:00,2024-02-15 12:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
FB,1514,2024-02-15 12:50:00,2024-02-15 12:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
JU,7621,2024-02-15 12:50:00,2024-02-15 12:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
EK,2364,2024-02-15 12:55:00,2024-02-15 12:55:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
FZ,1212,2024-02-15 12:55:00,2024-02-15 12:55:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
AM,7871,2024-02-15 13:00:00,2024-02-15 13:00:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
AR,7855,2024-02-15 13:00:00,2024-02-15 13:00:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
A4,5025,2024-02-15 13:00:00,2024-02-15 13:00:00,A,AER,SOCHI,RUSSIAN FEDERATION,3,NOT FINAL
B6,6455,2024-02-15 13:00:00,2024-02-15 13:00:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
DL,7430,2024-02-15 13:00:00,2024-02-15 13:00:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
LY,7,2024-02-15 13:00:00,2024-02-15 13:00:00,D,JFK,NEW YORK,UNITED STATES,3,ON TIME
EK,2345,2024-02-15 13:05:00,2024-02-15 13:05:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
